id,name,type,location,startDate,endDate,website,hostingTeams
"43385","2014 Tattoo Freeze","Invitational","Telford, West Midlands, UK","2014-01-12","2014-01-12","http://www.tattoofreeze.com/entertainment/rollergirls-vs-rollergirls",""
"67214","2014 The Fresh and Furious","Invitational","Toronto, ON, Canada","0014-07-12","0014-07-12","","8115"
"45963","2014 Tinseltown Showdown","Invitational","Los Angeles, CA","2014-04-11","2014-04-13","","3420"
"56871","2014 Tropicarnage Cup","Invitational","Mt Warren, Queensland, Australia","2014-10-04","2014-10-06","www.facebook.com/tropicarnagecup",""
"57564","2014 USARS Roller Derby Nationals","Championship","Stockton, CA","2014-09-26","2014-09-28","http://www.usarsrollerderby.com/","8917"
"55778","2014 Virginia is for Shovers","Invitational","Fisherville, VA","2014-08-30","2014-08-30","http://www.vaisforshovers.com/","8140"
"43114","2014 WFTDA Championships","Championship","Nashville, TN","2014-10-31","2014-11-02","http://wftda.com/tournaments/2014/championships","3445"
"43110","2014 WFTDA Division 1 Playoff #1","Western Regional","Sacramento, CA","2014-09-05","2014-09-07","http://wftda.com/tournaments/2014/sacramento","3434"
"43111","2014 WFTDA Division 1 Playoff #2","South Central Regional","Evansville, IN","2014-09-19","2014-09-21","http://wftda.com/tournaments/2014/evansville","3625"
"43112","2014 WFTDA Division 1 Playoff #3","North Central Regional","Salt Lake City, UT","2014-09-26","2014-09-28","http://wftda.com/tournaments/2014/salt-lake-city","3634"
"43113","2014 WFTDA Division 1 Playoff #4","Eastern Regional","Charleston, WV","2014-10-03","2014-10-05","http://wftda.com/tournaments/2014/charleston","10187"
"43108","2014 WFTDA Division 2 Playoff #1","Seeded Bracket","Duluth, MN","2014-08-15","2014-08-17","http://wftda.com/tournaments/2014/duluth","9814"
"43109","2014 WFTDA Division 2 Playoff #2","Seeded Bracket","Kitchener, ON, Canada","2014-08-22","2014-08-24","http://wftda.com/tournaments/2014/kitchener-waterloo","3650"
"47346","2014 Winter Wipeout","Seeded Bracket","Neustadt, ON, Canada","2014-03-01","2014-03-01","https://www.facebook.com/events/1440783219489304/?ref=22","27573"
"41887","2014 Wyoming Roller Derby Cup","Seeded Bracket","Laramie, WY","2014-06-28","2014-06-29","",""
"45939","2014: A Skate Odyssey","Seeded Bracket","Gentbrugge, Belgium","2014-05-31","2014-06-01","http://www.2014skod.com/","8083"
"61125","2015 5x5 Roller Derby Championship","Invitational","NSW, Australia","2015-03-21","2015-08-29","5x5derby.com",""
"67858","2015 All Eight on the Floor","Seeded Bracket","Auburn, MA","2015-08-01","2015-08-02","http://worcesterrollerderby.com/?page_id=663","11359"
"71526","2015 AMRD Nationals","Invitational","Hobart, Tasmania, Australia","2015-11-14","2015-11-15","http://amrdmarketing.wix.com/amrd","41292"
"67107","2015 AMRD Playoffs Monterrey","Seeded Bracket","Monterrey, NL, Mexico","2015-08-15","2015-08-16","","13351"
"67112","2015 AMRD Playoffs Toluca","Seeded Bracket","Toluca, EDO, Mexico","2015-08-22","2015-08-23","","56165"
"64575","2015 Attack of the C Squads","Seeded Bracket","","2015-05-16","2015-05-17","",""
"62757","2015 B-Cup Challenge","Seeded Bracket","Bloomington, IN","2015-04-18","2015-04-19","http://bleedingheartlandrollerderby.com/b-cup-tournament-2015/","3455"
"63485","2015 Beast of the East","Invitational","Montreal, Quebec, Canada","2015-04-25","2015-04-26","http://beast.mtlrd.com/information","3461"
"62599","2015 Beaver Fever","Invitational","Waterloo, Ontario","2015-05-08","2015-05-10","https://www.facebook.com/events/855069974550781/","3650"
"69351","2015 Bendigo Rebellion","Invitational","Bendigo, Victoria, Australia","2015-10-31","2015-11-01","https://www.facebook.com/bendigorebellion?fref=ts","23410"
"62346","2015 Big O","Invitational","Eugene, OR","2015-05-01","2015-05-03","http://ecrg.com/bigo/schedule-2/","3465"
"65769","2015 Block Party","Invitational","Whitewood Saskatchewan","0015-06-06","0015-06-07","","26838"
"68962","2015 Boom State Clash","Invitational","","2015-09-26","2015-09-27","",""
"55715","2015 Clover Cup","Seeded Bracket","Dallas, TX","2015-03-27","2015-03-29","http://www.clovercup.com/","3400"
"60530","2015 Coastal Chaos","Seeded Bracket","Rockport, ME","2015-05-08","2015-05-10","https://www.facebook.com/events/609657699136084/?ref=5","7822"
"69461","2015 Colorado Fall Brawl","Invitational","","2015-10-02","2015-10-04","",""
"70670","2015 Danish Championships","Invitational","Copenhagen, Denmark","2015-10-24","2015-10-24","","7768"
"58799","2015 Dust Devil","Invitational","Tucson, AZ","2015-03-28","2015-03-29","http://www.dustdeviltournament.com/","3398"
"64277","2015 East Coast Derby Extravaganza","Invitational","Feasterville, PA","2015-06-19","2015-06-21","http://ecdx.phillyrollergirls.com/","3394"
"67675","2015 Eastbourne Extreme","Invitational","Eastbourne, UK","2015-07-18","2015-07-18","","8940,59921"
"68693","2015 ERRD Smackdown","Seeded Bracket","Gosford, New South Wales","2015-10-03","2015-10-04","https://www.facebook.com/easternregionrollerderby/info?tab=page_info",""
"62824","2015 Fantastic 8","Invitational","Toulouse, France","2015-04-04","2015-04-06","","11049"
"64844","2015 Flat Track Fever","Invitational","Calgary, Alberta, Canada","2015-05-29","2015-05-31","http://flattrackfever.com/","17348"
"68188","2015 Franky Panky","Invitational","Tampa, FL","2015-08-15","2015-08-16","http://www.tampabayderbydarlins.com/new2013/index.php/event-schedule/franky-panky","3440"
"68740","2015 Full Metal Bracket","Seeded Bracket","Austin, TX","2015-10-16","2015-10-18","","3408"
"68154","2015 Golden Bowl","Invitational","Oakland, CA","2015-08-15","2015-08-16","http://www.bayareaderbygirls.com/","3404"
"73162","2015 Great Yorkshire Showdown","Invitational","Leeds, UK","2015-09-26","2015-09-26","https://www.facebook.com/events/484048355095863/","7930"
"71462","2015 Hangar Games","Invitational","Nantes, France","2015-11-28","2015-11-29","https://www.facebook.com/events/1650300211892991/","11046"
"66577","2015 Hometown Throwdown","Invitational","Portland, OR","2015-06-26","2015-06-28","http://www.rosecityrollers.com/events/626-628-hometown-throwdown-2015/","3409"
"67591","2015 JRDA Championships","Championship","Seattle, WA","2015-07-10","2015-07-12","http://www.juniorrollerderby.org/jrda-tournaments",""
"67060","2015 JRDA Great Lakes Cup","Invitational","","0015-06-20","0015-06-20","",""
"65428","2015 JRDA S-SE Regionals","Seeded Bracket","Columbia, SC","2015-06-06","2015-06-07","","39967"
"83722","2015 JRDA SW Regionals","Western Regional","","2015-06-13","2015-06-13","",""
"62575","2015 Low Down Throw Down","Invitational","Grovetown, GA","2015-05-02","2015-05-03","http://soulcitysirens.com/tournament/","8102"
"57981","2015 Mayday Mayhem","Seeded Bracket","Loveland, CO","2015-05-08","2015-05-10","","3469"
"63848","2015 Midwest Brewhaha","Invitational","Milwaukee, WI","2015-06-05","2015-06-07","http://www.brewcitybruisers.com/midwest-brewhaha/","3419"
"66892","2015 Midwest Derbyfest","Invitational","","2015-06-26","2015-06-28","",""
"69342","2015 Mitten Kitten Mash-Up: High 5","Invitational","","2015-10-09","2015-10-09","",""
"59920","2015 Mohawk Valley Cup","Invitational","Utica, NY","2015-08-08","2015-08-09","","10402"
"67713","2015 Muddy River Jamboree","Invitational","Moncton New Brunswick","2015-07-17","2015-07-19","https://www.facebook.com/events/1562130367378570/","9823"
"62968","2015 Pac Destruction","Invitational","Los Angeles, CA","2015-06-12","2015-06-14","","3420"
"68961","2015 Pohjola Cup","Invitational","Finland","2015-09-26","2015-09-26","",""
"63730","2015 Quad Save the Queen","Invitational","Tuggeranong, ACT, Australia,","2015-06-06","2015-06-08","http://crdl.com.au/","15669"
"68932","2015 River Valley Riot","Invitational","Saint Clairsville, OH","2015-11-21","2015-11-22","","13100"
"68739","2015 Road to Glory","Invitational","","2015-09-12","2015-09-12","",""
"88037","2015 Roller Derby SM-veckan","Invitational","Sundsvall, Sweden","0015-07-04","0015-07-04","http://www.skridsko.se/Arbetsrumslista/RollerDerby/TavlingochNatverk/SMochSeriespel","85268"
"65600","2015 Rolling Along the River","Invitational","Minneapolis, MN","2015-06-27","2015-06-28","","10399"
"64316","2015 Royal Rumble","Invitational","Gold Coast, Queensland, Australia","2015-06-06","2015-06-08","http://www.royalrumblegc.com/","34098"
"67027","2015 Rust Riot","Invitational","Seattle, WA","2015-08-15","2015-08-16","http://ratcityrollergirls.com/event/rust-riot/","3403"
"71430","2015 Skates of Glory","Seeded Bracket","Antwerp, Belgium","2015-11-07","2015-11-08","http://skatesofglory.com/","11037"
"59513","2015 Slip It","Invitational","Caen, France","2015-01-17","2015-01-18","","19122"
"63085","2015 Southern Discomfort","Invitational","Columbia, SC","2015-04-25","2015-04-26","https://www.facebook.com/events/1413691438942723/","7696"
"70665","2015 Spokarnage","Invitational","Spokane, WA","2015-08-14","2015-08-16","http://www.spokarnage.com/","11470"
"63408","2015 Spring BreakHer Out JRDA Jr Tournament","Invitational","","2015-04-11","2015-04-12","",""
"60262","2015 Spring Roll","Invitational","Fort Wayne, IA","2015-05-15","2015-05-17","http://fortwaynespringroll.com/","3411"
"56377","2015 Spudtown Knockdown","Invitational","Garden City, Idaho","2015-04-25","2015-04-26","http://www.spudtownknockdown.com","5920"
"60516","2015 Suomi Cup","Invitational","Finland","","","http://www.rollerderbyfinland.com/suomi-cup/otteluohjelma/suomi-cup-2015/",""
"73313","2015 The Great Midwest Mashup","Invitational","Springfield, IL","2015-08-28","2015-08-29","http://thegreatmidwestmashup.com/",""
"62590","2015 Tinseltown Showdown","Invitational","Culver City, CA","2015-04-25","2015-04-26","http://angelcityderby.com/events/tinseltown-showdown-2015/","3420"
"64820","2015 Tri-Wizard Roller Derby Tournament","Invitational","Hurstville, NSW, Australia","2015-05-30","2015-05-30","","47425"
"68669","2015 Tropicarnage Cup","Invitational","Morayfield, Queensland, Australia","2015-10-03","2015-10-05","https://www.facebook.com/events/1650314108538479/",""
"64520","2015 United We Roll","Invitational","Fairbanks, AK","2015-05-15","2015-05-16","","4743"
"68567","2015 USARS National Championships","Championship","Philadelphia, PA","2015-08-28","2015-08-30","http://www.teamusa.org/USA-Roller-Sports/Features/2015/April/27/2015-USARS-Roller-Derby-National-Championships","27355"
"61621","2015 Virginia is for Shovers","Invitational","","2015-07-25","2015-07-26","",""
"71479","2015 War of the Wheels","Invitational","Salina, KS","2015-11-06","2015-11-08","","29776"
"69344","2015 WFTDA Championships","Championship","St. Paul, MN","2015-11-06","2015-11-08","http://wftda.com/tournaments/2015/championships","3428"
"59148","2015 WFTDA Division 1 Playoff 1","Western Regional","Tucson, AZ","2015-09-04","2015-09-06","http://wftda.com/tournaments/2015/tucson","3398"
"59149","2015 WFTDA Division 1 Playoff 2","South Central Regional","Dallas, TX","2015-09-11","2015-09-13","http://wftda.com/tournaments/2015/dallas","3400"
"59150","2015 WFTDA Division 1 Playoff 3","Eastern Regional","Jacksonville, FL","2015-09-18","2015-09-20","http://wftda.com/tournaments/2015/jacksonville","3647"
"59151","2015 WFTDA Division 1 Playoff 4","North Central Regional","Omaha, NE","2015-10-02","2015-10-04","http://wftda.com/tournaments/2015/omaha","3452"
"59146","2015 WFTDA Division 2 Playoff 1","Seeded Bracket","Cleveland, OH","2015-08-21","2015-08-23","http://wftda.com/tournaments/2015/cleveland","3437"
"59147","2015 WFTDA Division 2 Playoff 2","Seeded Bracket","Dearborn Heights, MI","2015-08-28","2015-08-30","http://wftda.com/tournaments/2015/detroit","3392"
"59783","2015 Wild West Showdown","Invitational","Bremerton, Washington","2015-02-27","2015-03-01","http://www.wildwestshowdown2015.com/","3451"
"62536","2015 Winter Wipeout","Seeded Bracket","Mount Forest, ON, Canada","2015-03-28","2015-03-28","","27573"
"59079","2015 Wyoming Roller Derby Cup","Seeded Bracket","Rock Springs, Wyoming","2015-06-20","2015-06-21","","34114"
"71405","2015-16 French Championship: Elite","Invitational","France","2015-11-07","2016-03-13","",""
"71484","2015-16 French Championship: Nationale 1","Invitational","France","2015-11-07","2016-03-20","",""
"71878","2015-16 French Championship: Nationale 2","Invitational","France","2015-11-21","2016-06-05","",""
"75304","2015-16 Seriespel Elitserien","Invitational","Sweden","2015-09-26","2016-04-10","",""
"62329","2015: A Skate Odyssey","Seeded Bracket","Gentbrugge, Belgium","2015-05-15","2015-05-17","http://www.skod.be/","8083"
"76136","2016 5x5 Roller Derby Championship","Invitational","NSW, Australia","2016-03-19","2016-03-19","",""
"71449","2016 A Skate Odyssey","Seeded Bracket","Gent, Belgium","2016-05-06","2016-05-08","http://www.askateodyssey.com/","8083"
"88133","2016 ARRGmageddon","Invitational","Edinburgh, UK","2016-11-26","2016-11-26","https://www.facebook.com/events/535844416618826/","5912"
"79856","2016 Attack of the C Squads - Fantastic Four","Seeded Bracket","Sonora, CA","2016-05-13","2016-05-15","https://www.facebook.com/events/678081022327262/","24435"
"68607","2016 B-Cup Challenge","Seeded Bracket","Bloomington, IN","2016-04-23","2016-04-24","","3455"
"76711","2016 Battle of Bunker Hill","Invitational","Wilmington, MA","2016-05-21","2016-05-22","https://www.facebook.com/events/1626148290969645/","10400"
"74308","2016 Beaver Fever","Invitational","Kitchener-Waterloo, ON","2016-05-13","2016-05-15","www.tricityrd.com","3650"
"85836","2016 Bendigo Rebellion","Seeded Bracket","Bendigo, Victoria, Australia","2016-10-29","2016-10-31","http://www.bendigorebellion.com/","23410"
"66626","2016 Besterns","Invitational","Denver, CO","2016-05-20","2016-05-22","http://rockymountainrollergirls.com/besterns/","3405"
"81048","2016 Boardwalk Empire","Invitational","Santa Cruz, CA","2016-05-21","2016-05-22","","3638"
"82351","2016 Brawlcelona","Invitational","Barcelona, Spain","2016-06-11","2016-06-12","https://www.facebook.com/events/973401416064540/","11040"
"79399","2016 Bruisefest","Invitational","","2016-05-14","2016-05-14","",""
"82433","2016 Classic City Crush","Invitational","Athens, GA","2016-06-18","2016-06-19","http://classiccityrollergirls.com/wp/news-events/classic-city-crush","7813"
"68600","2016 Clover Cup","Seeded Bracket","Dallas, TX","2016-03-18","2016-03-20","http://www.clovercup.com/","3400"
"79201","2016 Coastal Chaos","Seeded Bracket","Rockland, Maine","2016-05-06","2016-05-08","","7822"
"68606","2016 Dust Devil","Invitational","Tucson, AZ","2016-04-16","2016-04-17","http://www.dustdeviltournament.com/","3398"
"68604","2016 Dustbowl Invitational","Invitational","Bakersfield, CA","2016-03-18","2016-03-20","","3644"
"68603","2016 ECDX","Invitational","Philadelphia, PA","2016-06-17","2016-06-19","http://ecdx.phillyrollergirls.com/","3394"
"85689","2016 ERRD Smackdown","Seeded Bracket","Gosford, NSW, Australia","2016-10-01","2016-10-02","","24503"
"85379","2016 European Roller Derby Tournament","Seeded Bracket","Mons, Belgium","2016-09-10","2016-09-11","http://euroderbytournament.eu/","20695"
"81031","2016 Flat Track Fever","Invitational","Calgary, Alberta, Canada","0016-05-27","0016-05-29","http://flattrackfever.com/","10424"
"84738","2016 Franky Panky","Invitational","Tampa, FL","2016-08-13","2016-08-14","","3440"
"79924","2016 Hometown Throwdown","Invitational","Portland, OR","2016-05-20","2016-05-22","","3409"
"68605","2016 How the West Was Won?","Invitational","Phoenix, AZ","2016-03-19","2016-03-20","http://azrollerderby.com/htwww/#/info","3399"
"68904","2016 Japan Open Roller Derby Tournament","Invitational","Okinawa, Japan","2016-03-24","2016-03-26","https://www.facebook.com/JapanOpenRollerDerby","8126"
"83391","2016 JRDA Championship Tournament - Female Division","Championship","Lincoln, NB","2016-07-09","2016-07-13","",""
"83277","2016 JRDA Championship Tournament - Open Division","Championship","Lincoln, NB","2016-07-09","2016-07-13","",""
"82422","2016 JRDA E/NE/GL Regional","Invitational","","2016-06-11","2016-06-12","",""
"79273","2016 JRDA S/SE Regionals","Seeded Bracket","Jacksonville, FL","2016-05-28","2016-05-29","","39022"
"84683","2016 Jukes and Jams","Invitational","Cartersville, GA","2016-08-06","2016-08-07","http://www.atlantarollergirls.com/jukesandjams","3418"
"83026","2016 June Boom","Invitational","Sacramento, CA","2016-06-25","2016-06-26","","3434"
"74221","2016 Junior Derby Southern Showdown","Invitational","Houston, Texas","2016-01-16","2016-01-17","https://www.facebook.com/events/1658301447773656/","3421"
"71450","2016 Low Down Throw Down","Seeded Bracket","Augusta, GA","2016-05-20","2016-05-22","http://soulcitysirens.com/events/low-down-throw-down/","8102"
"73496","2016 March Badness","Invitational","Columbia, SC","2016-03-05","2016-03-06","","7696"
"81419","2016 Mayday Mayhem","Seeded Bracket","Greeley, CO","2016-06-10","2016-06-12","https://www.facebook.com/events/1773576742862635/","3469"
"68581","2016 Mayhem","Seeded Bracket","Greeley, CO","2016-06-10","2016-06-12","","3469"
"80504","2016 Melee in the Mountains","Invitational","Eagle, CO","0016-04-30","0016-04-30","","23441"
"85779","2016 Men's Roller Derby Association Championship","Championship","Dallas, TX","2016-10-15","2016-10-16","http://champs.mrda.org/","27943"
"68608","2016 Men's Roller Derby World Cup","Seeded Bracket","Calgary, AB, Canada","2016-07-21","2016-07-24","http://mrdwc.com/","10417,10424"
"66407","2016 Midwest BrewHaHa","Invitational","Milwaukee, WI","2016-06-03","2016-06-05","http://www.brewcitybruisers.com/midwest-brewhaha/live/","3419"
"75081","2016 Midwest Derbyfest","Seeded Bracket","Lebanon, MO","2016-06-24","2016-06-26","https://www.facebook.com/Midwest-DerbyFest-Tournament-154774318001746/?fref=ts&ref=br_tf",""
"75247","2016 Pac Destruction","Invitational","Los Angeles, CA","2016-06-10","2016-06-12","","3420"
"84892","2016 Paddling Up the Creek","Invitational","","2016-08-14","2016-08-14","",""
"88038","2016 Roller Derby SM-veckan","Invitational","Norrköping, Sweden","2016-07-09","2016-07-10","http://www.skridsko.se/Arbetsrumslista/RollerDerby/TavlingochNatverk/SMochSeriespel","26066"
"85376","2016 Roller Derby Tournament","Invitational","Mons, Belgium","2016-09-10","2016-09-11","",""
"77415","2016 Royal Rumble","Invitational","Gold Coast, Queensland, Australia","2016-04-23","2016-04-25","","34098"
"81694","2016 Savannah Summer Slam","Invitational","Savannah, Georgia","2016-06-18","2016-06-19","","8894"
"68601","2016 Siege of CNY","Invitational","Utica, NY","2016-04-16","2016-04-17","https://www.facebook.com/siegeofcny","3642"
"75173","2016 Slip It","Invitational","Caen, France","2016-02-20","2016-02-21","","19122"
"82505","2016 Sooner Skate","Invitational","Oklahoma City, OK","2016-06-18","2016-06-19","https://www.facebook.com/events/1695793083994726/","3450"
"71448","2016 Southern Discomfort","Invitational","Columbia, SC","2016-04-16","2016-04-17","http://www.columbiaquadsquad.com/","7696"
"84937","2016 Spokarnage","Invitational","Spokane, WA","2016-08-19","2016-08-21","https://www.facebook.com/Spokarnage-A-Killer-Roller-Derby-Tournament-287126728058702/?hc_ref=SEARCH&fref=nf","11470"
"75738","2016 Spudtown Knockdown","Invitational","","2016-04-02","2016-04-03","",""
"74840","2016 Suomi Cup","Invitational","Finland","2016-01-01","2016-12-31","http://www.rollerderbyfinland.com/suomi-cup/otteluohjelma/suomi-cup-2016/",""
"88302","2016 Suomi Cup Finals","Seeded Bracket","Tampere, Finland","2016-12-10","2016-12-10","http://www.rollerderbyfinland.com/suomi-cup/otteluohjelma/suomi-cup-2016/","17953"
"83318","2016 SweatFest","Invitational","New Orleans, LA","2016-07-23","2016-07-23","","3397"
"68602","2016 The Big O","Invitational","Eugene, OR","2016-04-29","2016-05-01","http://ecrg.com/bigo/","3465"
"81740","2016 Thin Air Throwdown","Invitational","Denver, Colorado","2016-06-04","2016-06-05","","3431"
"75246","2016 Tinseltown Showdown","Invitational","Los Angeles, CA","0016-04-15","0016-04-17","","3420"
"88231","2016 Torneo Nacional AMRD","Seeded Bracket","Ciudad Juárez, Mexico","2016-11-19","2016-11-20","https://www.facebook.com/AsociacionMexicanaDeRollerDerby/",""
"88253","2016 Torneo Solo por la Manija","Seeded Bracket","Mar del Plata, Argentina","2016-11-26","2016-11-28","https://www.facebook.com/events/201954286915301/","55424"
"84805","2016 Tropicarnage Cup","Invitational","Morayfield, Queensland, Australia","2016-10-01","2016-10-03","https://www.facebook.com/tropicarnagecup",""
"74310","2016 Uff Da Palooza","Invitational","Wasau, WI","2016-07-09","2016-07-10","https://www.facebook.com/events/701682756600672/","12502"
"85078","2016 United Roller Derby Playoffs","Invitational","","2016-08-13","2016-08-14","",""
"78683","2016 United We Roll","Invitational","Fairbanks, AK","2016-04-22","2016-04-23","","4743"
"84897","2016 WFTDA Championship Tournament","Championship","Portland, OR","2016-11-04","2016-11-06","https://wftda.com/tournaments/2016/championships","3409"
"84856","2016 WFTDA Division 1 Playoff 1 Montreal","Seeded Bracket","Montreal, QC, Canada","2016-09-02","2016-09-04","https://wftda.com/tournaments/2016/montreal","3461"
"84857","2016 WFTDA Division 1 Playoff 2 Columbia","Seeded Bracket","Columbia, SC","2016-09-09","2016-09-11","https://wftda.com/tournaments/2016/columbia","7696"
"84858","2016 WFTDA Division 1 Playoff 3 Vancouver","Seeded Bracket","Vancouver, BC, Canada","2016-09-16","2016-09-18","https://wftda.com/tournaments/2016/vancouver","4290"
"84859","2016 WFTDA Division 1 Playoff 4 Madison","Seeded Bracket","Madison, WI","2016-09-23","2016-09-25","https://wftda.com/tournaments/2016/madison","3425"
"84844","2016 WFTDA Division 2 Playoff 1 Wichita","Seeded Bracket","Wichita, KS","2016-08-19","2016-08-21","https://wftda.com/tournaments/2016/wichita","3627"
"84847","2016 WFTDA Division 2 Playoff 2 Lansing","Seeded Bracket","Lansing, MI","2016-08-26","2016-08-28","https://wftda.com/tournaments/2016/lansing","15020"
"82257","2016 Wheels of Steel Men's Roller Derby Tournament","Invitational","Murrysville, PA","2016-06-10","2016-06-12","https://www.facebook.com/events/962069473891575/","39031"
"68599","2016 Wild West Showdown","Invitational","Bremerton, WA","2016-03-04","2016-03-06","http://www.wildwestshowdown.org/","3451"
"78073","2016 Winter Wipeout","Seeded Bracket","Mount Forest, Ontario, Canada","2016-04-16","2016-04-16","","27573"
"83501","2016 Wyoming Roller Derby Cup","Invitational","Cody, WY","2016-07-16","2016-07-17","https://www.facebook.com/WyoRDC/",""
"87884","2016 Ykkösdivisioona","Invitational","Finland","2016-01-01","2016-12-31","http://www.rollerderbyfinland.com/suomi-cup/otteluohjelma/ykkosdivisioona-2016/",""
"86042","2016-17 French Championship: Elite","Invitational","France","2016-12-10","2017-06-11","",""
"86043","2016-17 French Championship: Nationale 1","Invitational","France","2016-11-26","2017-06-05","",""
"86044","2016-17 French Championship: Nationale 2","Invitational","France","2016-10-29","2017-06-05","",""
"88014","2016-17 Seriespel Div 1","Invitational","Sweden","2016-11-19","2017-04-22","http://www.skridsko.se/Arbetsrumslista/RollerDerby/TavlingochNatverk/SMochSeriespel","76763,11065,18107,18110"
"88016","2016-17 Seriespel Elitserien","Invitational","Sweden","2016-10-15","2017-04-15","http://www.skridsko.se/Arbetsrumslista/RollerDerby/TavlingochNatverk/SMochSeriespel","9395,7771,29732,26066"
"7459","2nd Annual Mayday Mayhem","Invitational","Greeley, CO","2012-05-05","2012-05-06","","3469"
"21028","2nd Annual Midwest Derby Girl Summit","Invitational","","2011-05-14","2011-05-14","",""
"30246","2nd German Championships","Seeded Bracket","Stuttgart, Germany","2013-06-28","2013-06-30","http://www.rollergirlz.de/deutsch/dm+2013/dm+2013.html","8120"
"74694","3. Bundesliga - Nord 2016","Invitational","Germany","2016-02-01","2016-10-31","https://derbyposition.com/en/ranking/rdd-bundesliga/2016/3A/",""
"74693","3. Bundesliga - Süd 2016","Invitational","Germany","2016-02-01","2016-10-31","https://derbyposition.com/en/ranking/rdd-bundesliga/2016/3B/",""
"59144","3. Bundesliga A 2015","Invitational","Germany","","","",""
"59145","3. Bundesliga B 2015","Invitational","Germany","","","",""
"56257","3rd Annual Deep Blue Derby Tournament","Seeded Bracket","Lake Tahoe, California","2014-09-13","2014-09-14","","19210"
"20892","3rd Annual Mayday Mayhem","Invitational","Greeley, CO","2013-05-03","2013-05-05","","3469"
"11503","3rd Annual Midwest Derby Girl Summit","Invitational","Toledo, OH","2012-04-28","2012-04-28","http://www.glasscityrollers.com/index2.php#/events","8047"
"20317","4 Matchs & 1 Entraînement","Invitational","Nantes, France","2012-03-17","2012-03-17","http://www.facebook.com/events/339044849469330/","11046"
"41398","4th Annual Mayday Mayhem","Invitational","Greeley, CO","2014-05-09","2014-05-11","https://www.facebook.com/MaydayMayhem","3469"
"79770","80/35 Invitational","Invitational","Des Moines, IA","2016-05-14","2016-05-15","","29611"
"58019","A Day of Derby II","Invitational","","2014-11-08","2014-11-08","",""
"69180","AB/BC Back in 'Wack","Invitational","Chilliwack","2015-10-03","2015-10-03","https://www.facebook.com/events/904758226227446/","12982"
"64719","Alerte à Malibout","Invitational","Nice, France","2015-05-23","2015-05-24","","25968"
"81047","Alerte à Malibout 2","Invitational","Nice, France","2016-05-21","2016-05-22","https://www.facebook.com/events/894400707316541/","25968"
"47943","All Ireland Roller Derby Tournament","Invitational","Belfast, Ireland","2014-03-29","2014-03-30","http://belfastrollerderby.com/all-ireland-roller-derby-tournament/","8934"
"3656","Amber Waves of Pain","South Central Regional","Lincoln, NE","2010-10-08","2010-10-10","http://wftda.com/tournaments/2010/amber-waves-of-pain",""
"37430","AMRD Division Centro","Invitational","","2013-08-24","2013-08-24","",""
"37433","AMRD Division Norte","Invitational","","2013-08-23","2013-08-23","",""
"4196","Anarchy In The UK","Invitational","London, UK","2011-04-09","2011-04-10","http://www.londonrollergirls.com/details/13-anarchy-in-the-uk-wftda-tournament",""
"20629","Ardèche Festigliss ","Invitational","Annonay, France","2012-09-22","2012-09-23","http://www.facebook.com/events/375752775775815/",""
"3653","ARRGageddon","Invitational","St. Louis, MO","2010-08-14","2010-08-15","",""
"71213","Attack of the B Teams! Roller Derby Tournament","Invitational","Birmingham, UK","2015-10-31","2015-11-01","","7763"
"33219","Attack of the C Squads","Invitational","Sonora, CA","2013-06-08","2013-06-09","https://www.facebook.com/events/416669271738688/","24435"
"50879","Attack of the C Squads - Take 2","Seeded Bracket","Sonora, CA","2014-05-17","2014-05-18","https://www.facebook.com/events/273973332727879/?ref=5",""
"88141","Australian Men's Roller Derby National Championships 2016","Championship","Finton, Australia","2016-11-26","2016-11-27","https://www.facebook.com/events/1240753402611731/","56106"
"71182","B-Legit Tournament","Invitational","Sacremento, CA","2015-10-02","2015-10-04","http://saccityrollers.com/index.php?option=com_content&view=article&id=201","7845"
"53154","Battle for the Bay","Invitational","Melbourne & Geelong, Australia","2014-08-09","2014-10-10","","17793,23413"
"61034","Battle for the Bay 2015","Invitational","Melbourne, Ballarat & Geelong, Australia","2015-03-07","2015-08-29","",""
"59888","Battle for the Coast 2015","Seeded Bracket","Ventura, CA","2015-04-18","2015-04-19","https://www.facebook.com/battle4thecoast","8518"
"48571","Battle in the Bridge","Invitational","Lethbridge, AB, Canada","2014-04-05","2014-04-05","http://www.lethbridgerollerderby.ca/2014/03/28/battle-in-the-bridge-april-5th/","9819"
"64925","Battle in the Bridge 2015","Invitational","Exhibition Park - North Pavilion - Lethbridge AB","2015-05-30","2015-05-30","","9819"
"29212","Battle of Brittany","Invitational","Lorient, France","2013-04-06","2013-04-07","","19118"
"58297","Battle of the All-Stars II","Seeded Bracket","Hatfield, PA","2015-02-06","2015-02-08","https://www.facebook.com/pages/Battle-of-the-All-Stars/407781326015294","27355"
"75035","Battle of the All-Stars III","Seeded Bracket","Hatfield, PA","2016-02-19","2016-02-21","https://www.facebook.com/Battle-of-the-All-Stars-State-Tournament-407781326015294/?fref=nf",""
"71829","Battle of the Beards","Invitational","Eugene, OR","2015-11-21","2015-11-21","https://www.facebook.com/events/1704867293076480/","7846"
"31069","Battle of the Beasts","Invitational","Eindhoven, Netherlands","2013-04-27","2013-04-27","https://www.facebook.com/events/411673532245466/",""
"33038","Battle of the Beasts II","Invitational","Eindhoven, Netherlands","2013-10-05","2013-10-06","https://www.facebook.com/events/511568958909511",""
